serial,epoch,datasize,batchsize,input_width,input_height,input_dim,output_dim,max_core,executor_cores,task_cpus,driver_core,executor_instances,driver_memory,executor_memory,parallelism
2707,1,60000,900,49,29,1421,13,30,6,1,2,5,13g,15g,1
2708,1,60000,540,19,23,437,124,18,3,1,2,6,8g,18g,1
2709,1,60000,540,43,48,2064,61,18,6,1,5,3,1g,4g,1
2710,1,60000,150,7,36,252,93,5,5,1,4,1,11g,25g,1
2711,1,60000,240,31,11,341,29,8,2,1,7,4,5g,11g,1
2712,1,60000,420,22,26,572,53,14,2,1,6,7,12g,16g,1
2713,1,60000,600,46,2,92,116,20,5,1,3,4,5g,2g,1
2714,1,60000,360,10,14,140,21,12,6,1,5,2,9g,24g,1
2715,1,60000,450,34,39,1326,85,15,3,1,2,5,2g,9g,1
2716,1,60000,1260,4,8,32,37,42,7,1,1,6,7g,20g,1
2717,1,60000,360,28,32,896,100,12,4,1,4,3,13g,6g,1
2718,1,60000,120,16,45,720,5,4,2,1,3,2,4g,27g,1
2719,1,60000,750,40,20,800,69,25,5,1,6,5,10g,13g,1
2720,1,60000,240,1,29,29,19,8,4,1,2,2,5g,27g,1
2721,1,60000,1050,26,4,104,83,35,7,1,5,5,12g,12g,1
2722,1,60000,900,13,16,208,51,30,5,1,4,6,2g,20g,1
2723,1,60000,180,38,41,1558,114,6,2,1,7,3,8g,5g,1
2724,1,60000,150,20,10,200,3,5,5,1,6,1,13g,23g,1
2725,1,60000,240,44,35,1540,67,8,2,1,3,4,7g,9g,1
2726,1,60000,540,7,47,329,35,18,3,1,4,6,10g,16g,1
2727,1,60000,540,32,23,736,99,18,6,1,1,3,4g,1g,1
2728,1,60000,360,17,38,646,75,12,6,1,2,2,9g,25g,1
2729,1,60000,450,41,13,533,11,15,3,1,5,5,3g,11g,1
2730,1,60000,420,4,1,4,106,14,2,1,3,7,12g,18g,1
2731,1,60000,600,29,26,754,43,20,5,1,6,4,6g,3g,1
2732,1,60000,30,10,19,190,91,1,1,1,7,1,1g,29g,1
2733,1,60000,480,35,44,1540,27,16,4,1,4,4,8g,14g,1
2734,1,60000,1080,23,32,736,122,36,6,1,5,6,4g,21g,1
2735,1,60000,270,47,7,329,59,9,3,1,2,3,11g,7g,1
2736,1,60000,300,24,15,360,39,10,2,1,4,5,8g,6g,1
2737,1,60000,300,49,39,1911,102,10,5,1,7,2,1g,20g,1
2738,1,60000,840,12,27,324,7,28,7,1,2,4,11g,13g,1
2739,1,60000,840,36,3,108,71,28,4,1,5,7,5g,28g,1
2740,1,60000,720,6,46,276,55,24,6,1,4,4,3g,2g,1
2741,1,60000,90,30,21,630,118,3,3,1,1,1,10g,17g,1
2742,1,60000,180,18,9,162,23,6,2,1,6,3,6g,10g,1
2743,1,60000,900,43,33,1419,87,30,5,1,3,6,13g,24g,1
2744,1,60000,750,9,6,54,126,25,5,1,3,5,7g,4g,1
2745,1,60000,120,33,30,990,63,4,2,1,6,2,14g,19g,1
2746,1,60000,480,21,42,882,95,16,4,1,1,4,4g,11g,1
2747,1,60000,1470,46,18,828,31,49,7,1,4,7,10g,26g,1
2748,1,60000,450,15,36,540,110,15,3,1,5,5,12g,8g,1
2749,1,60000,360,39,12,468,47,12,6,1,2,2,6g,22g,1
2750,1,60000,360,3,24,72,79,12,4,1,6,3,9g,15g,1
2751,1,60000,180,27,49,1323,15,6,1,1,3,6,2g,30g,1
2752,1,60000,210,8,25,200,64,7,7,1,3,1,5g,10g,1
2753,1,60000,480,32,50,1600,127,16,4,1,6,4,12g,24g,1
2754,1,60000,360,20,37,740,32,12,2,1,1,6,2g,3g,1
2755,1,60000,450,44,13,572,96,15,5,1,4,3,8g,17g,1
2756,1,60000,120,14,44,616,48,4,2,1,5,2,13g,13g,1
2757,1,60000,750,38,19,722,111,25,5,1,2,5,7g,28g,1
2758,1,60000,1080,2,7,14,16,36,6,1,7,6,10g,6g,1
2759,1,60000,270,26,31,806,80,9,3,1,4,3,3g,21g,1
2760,1,60000,90,23,10,230,103,3,3,1,3,1,11g,15g,1
2761,1,60000,720,48,34,1632,40,24,6,1,6,4,4g,30g,1
2762,1,60000,900,11,47,517,72,30,5,1,2,6,14g,8g,1
2763,1,60000,180,35,22,770,8,6,2,1,5,3,7g,23g,1
2764,1,60000,240,5,28,140,119,8,4,1,4,2,3g,12g,1
2765,1,60000,150,29,4,116,56,5,1,1,1,5,9g,26g,1
2766,1,60000,630,17,16,272,88,21,3,1,6,7,6g,4g,1
2767,1,60000,720,41,41,1681,24,24,6,1,3,4,12g,19g,1
2768,1,60000,600,18,33,594,12,20,5,1,1,4,9g,16g,1
2769,1,60000,60,43,8,344,76,2,2,1,4,1,2g,2g,1
2770,1,60000,360,6,21,126,44,12,4,1,3,3,12g,23g,1
2771,1,60000,1260,31,45,1395,107,42,7,1,6,6,5g,9g,1
2772,1,60000,450,12,2,24,28,15,3,1,6,5,4g,20g,1
2773,1,60000,360,37,27,999,92,12,6,1,3,2,10g,5g,1
2774,1,60000,450,25,39,975,60,15,5,1,5,3,7g,27g,1
2775,1,60000,360,49,15,735,123,12,2,1,2,6,14g,13g,1
2776,1,60000,300,3,48,144,84,10,2,1,2,5,6g,22g,1
2777,1,60000,300,28,24,672,20,10,5,1,5,2,13g,7g,1
2778,1,60000,630,15,11,165,115,21,7,1,4,3,3g,29g,1
2779,1,60000,720,40,36,1440,52,24,4,1,7,6,10g,14g,1
2780,1,60000,900,21,18,378,68,30,6,1,6,5,11g,18g,1
2781,1,60000,180,46,42,1932,4,6,3,1,3,2,5g,3g,1
2782,1,60000,120,9,30,270,100,4,1,1,5,4,8g,25g,1
2783,1,60000,840,34,5,170,36,28,4,1,2,7,1g,11g,1
2784,1,60000,270,21,44,924,117,9,3,1,7,3,13g,26g,1
2785,1,60000,1080,45,20,900,54,36,6,1,4,6,6g,11g,1
2786,1,60000,480,8,8,64,86,16,4,1,5,4,9g,18g,1
2787,1,60000,30,33,32,1056,22,1,1,1,2,1,3g,4g,1
2788,1,60000,450,2,14,28,101,15,5,1,2,3,4g,29g,1
2789,1,60000,360,27,38,1026,38,12,2,1,5,6,11g,15g,1
2790,1,60000,450,15,26,390,70,15,3,1,3,5,1g,22g,1
2791,1,60000,360,39,1,39,6,12,6,1,6,2,8g,8g,1
2792,1,60000,540,12,35,420,46,18,6,1,6,3,2g,28g,1
2793,1,60000,540,36,11,396,109,18,3,1,3,6,9g,13g,1
2794,1,60000,120,24,23,552,14,4,1,1,4,4,5g,20g,1
2795,1,60000,120,48,47,2256,78,4,4,1,1,1,12g,6g,1
2796,1,60000,240,18,5,90,62,8,2,1,2,4,10g,24g,1
2797,1,60000,1050,42,29,1218,125,35,5,1,5,7,4g,9g,1
2798,1,60000,1050,5,41,205,30,35,7,1,3,5,13g,17g,1
2799,1,60000,240,30,17,510,94,8,4,1,6,2,7g,2g,1
2800,1,60000,180,7,12,84,66,6,1,1,5,6,4g,3g,1
2801,1,60000,360,31,37,1147,2,12,4,1,2,3,11g,18g,1
2802,1,60000,180,19,49,931,98,6,6,1,7,1,7g,10g,1
2803,1,60000,360,44,24,1056,34,12,3,1,4,4,14g,25g,1
2804,1,60000,1470,25,31,775,82,49,7,1,3,7,9g,7g,1
2805,1,60000,480,50,6,300,18,16,4,1,6,4,2g,21g,1
2806,1,60000,120,13,18,234,113,4,2,1,1,2,12g,14g,1
2807,1,60000,750,38,43,1634,50,25,5,1,4,5,6g,28g,1
2808,1,60000,900,16,21,336,26,30,5,1,5,6,11g,5g,1
2809,1,60000,180,41,46,1886,90,6,2,1,2,3,5g,19g,1
2810,1,60000,180,4,34,136,58,6,3,1,6,2,8g,12g,1
2811,1,60000,900,28,9,252,121,30,6,1,3,5,2g,27g,1
2812,1,60000,840,10,40,400,10,28,4,1,4,7,6g,1g,1
2813,1,60000,840,35,15,525,74,28,7,1,7,4,13g,16g,1
2814,1,60000,300,22,3,66,42,10,5,1,2,2,3g,8g,1
2815,1,60000,300,47,28,1316,105,10,2,1,5,5,10g,23g,1
2816,1,60000,540,22,20,440,5,18,3,1,2,6,12g,22g,1
2817,1,60000,540,47,44,2068,69,18,6,1,5,3,6g,7g,1
2818,1,60000,300,10,32,320,37,10,5,1,3,2,9g,29g,1
2819,1,60000,300,35,8,280,101,10,2,1,6,5,2g,15g,1
2820,1,60000,720,4,38,152,21,24,4,1,7,6,7g,18g,1
2821,1,60000,90,28,14,392,85,3,1,1,4,3,14g,4g,1
2822,1,60000,90,16,1,16,53,3,3,1,5,1,4g,25g,1
2823,1,60000,720,41,26,1066,117,24,6,1,2,4,11g,11g,1
2824,1,60000,1470,13,11,143,93,49,7,1,2,7,3g,16g,1
2825,1,60000,480,38,35,1330,29,16,4,1,5,4,10g,2g,1
2826,1,60000,120,25,47,1175,125,4,2,1,4,2,6g,24g,1
2827,1,60000,750,50,23,1150,61,25,5,1,7,5,13g,9g,1
2828,1,60000,180,19,29,551,77,6,1,1,6,6,8g,20g,1
2829,1,60000,360,44,4,176,13,12,4,1,3,3,2g,5g,1
2830,1,60000,360,7,17,119,109,12,6,1,4,2,11g,27g,1
2831,1,60000,450,32,41,1312,45,15,3,1,1,5,5g,13g,1
2832,1,60000,240,6,37,222,49,8,2,1,3,4,1g,15g,1
2833,1,60000,1050,30,12,360,113,35,5,1,6,7,8g,30g,1
2834,1,60000,1050,18,24,432,17,35,7,1,1,5,4g,8g,1
2835,1,60000,240,42,49,2058,81,8,4,1,4,2,11g,23g,1
2836,1,60000,540,24,6,144,33,18,6,1,5,3,9g,12g,1
2837,1,60000,540,48,30,1440,97,18,3,1,2,6,3g,26g,1
2838,1,60000,120,12,43,516,2,4,1,1,6,4,13g,5g,1
2839,1,60000,120,36,18,648,65,4,4,1,3,1,6g,19g,1
2840,1,60000,600,15,46,690,105,20,5,1,4,4,13g,10g,1
2841,1,60000,420,39,21,819,41,14,2,1,7,7,7g,25g,1
2842,1,60000,600,2,9,18,73,20,4,1,2,5,10g,3g,1
2843,1,60000,420,27,34,918,9,14,7,1,5,2,4g,17g,1
2844,1,60000,270,9,15,135,121,9,3,1,5,3,5g,14g,1
2845,1,60000,1080,33,40,1320,57,36,6,1,2,6,12g,28g,1
2846,1,60000,750,21,27,567,89,25,5,1,6,5,2g,6g,1
2847,1,60000,120,45,3,135,25,4,2,1,3,2,8g,21g,1
2848,1,60000,900,9,50,450,79,30,6,1,5,5,7g,5g,1
2849,1,60000,180,34,25,850,15,6,3,1,2,2,14g,20g,1
2850,1,60000,180,22,13,286,111,6,2,1,7,3,4g,12g,1
2851,1,60000,900,46,37,1702,47,30,5,1,4,6,10g,27g,1
2852,1,60000,240,15,19,285,95,8,2,1,3,4,12g,1g,1
2853,1,60000,150,40,44,1760,31,5,5,1,6,1,5g,16g,1
2854,1,60000,630,3,31,93,127,21,7,1,2,3,9g,9g,1
2855,1,60000,720,28,7,196,63,24,4,1,5,6,2g,23g,1
2856,1,60000,450,25,34,850,23,15,3,1,4,5,8g,3g,1
2857,1,60000,360,49,10,490,87,12,6,1,1,2,1g,18g,1
2858,1,60000,480,12,22,264,55,16,4,1,6,4,11g,10g,1
2859,1,60000,210,37,47,1739,119,7,1,1,3,7,5g,25g,1
2860,1,60000,600,6,4,24,7,20,5,1,3,4,3g,7g,1
2861,1,60000,60,31,28,868,71,2,2,1,6,1,9g,21g,1
2862,1,60000,270,19,40,760,39,9,3,1,2,3,6g,14g,1
2863,1,60000,1080,43,16,688,103,36,6,1,5,6,13g,29g,1
2864,1,60000,300,17,8,136,123,10,5,1,6,2,10g,28g,1
2865,1,60000,300,41,33,1353,59,10,2,1,3,5,3g,13g,1
2866,1,60000,630,5,45,225,91,21,3,1,5,7,13g,20g,1
2867,1,60000,720,29,21,609,27,24,6,1,2,4,7g,6g,1
2868,1,60000,120,11,27,297,107,4,4,1,1,1,2g,24g,1
2869,1,60000,840,35,2,70,43,28,7,1,4,4,8g,10g,1
2870,1,60000,900,23,14,322,75,30,5,1,3,6,5g,17g,1
2871,1,60000,180,48,39,1872,11,6,2,1,6,3,12g,2g,1
2872,1,60000,60,2,24,48,35,2,1,1,6,2,6g,26g,1
2873,1,60000,600,26,48,1248,99,20,4,1,3,5,12g,11g,1
2874,1,60000,1260,14,36,504,4,42,6,1,4,7,3g,19g,1
2875,1,60000,360,38,11,418,67,12,3,1,1,4,9g,4g,1
2876,1,60000,420,20,42,840,51,14,7,1,2,2,14g,29g,1
2877,1,60000,600,45,17,765,115,20,4,1,5,5,7g,15g,1
2878,1,60000,360,8,5,40,19,12,2,1,4,6,11g,22g,1
2879,1,60000,450,32,30,960,83,15,5,1,7,3,4g,8g,1
2880,1,60000,360,3,4,12,100,12,3,1,6,4,6g,17g,1
2881,1,60000,180,27,29,783,36,6,6,1,3,1,13g,2g,1
2882,1,60000,360,15,41,615,68,12,4,1,4,3,3g,24g,1
2883,1,60000,180,40,16,640,5,6,1,1,1,6,10g,9g,1
2884,1,60000,750,21,35,735,116,25,5,1,2,5,11g,20g,1
2885,1,60000,120,46,10,460,52,4,2,1,5,2,5g,6g,1
2886,1,60000,360,9,22,198,84,12,4,1,3,3,8g,27g,1
2887,1,60000,1260,33,47,1551,20,42,7,1,6,6,1g,13g,1
2888,1,60000,720,18,13,234,60,24,6,1,7,4,9g,22g,1
2889,1,60000,90,43,38,1634,124,3,3,1,4,1,2g,8g,1
2890,1,60000,90,6,26,156,28,3,1,1,5,3,12g,29g,1
2891,1,60000,720,30,1,30,92,24,4,1,2,6,6g,15g,1
2892,1,60000,300,12,44,528,44,10,2,1,1,5,4g,18g,1
2893,1,60000,300,37,19,703,108,10,5,1,4,2,10g,4g,1
2894,1,60000,720,24,7,168,12,24,6,1,3,4,7g,26g,1
2895,1,60000,630,49,32,1568,76,21,3,1,6,7,14g,11g,1
2896,1,60000,60,23,39,897,88,2,2,1,5,1,10g,8g,1
2897,1,60000,600,47,15,705,24,20,5,1,2,4,4g,23g,1
2898,1,60000,1080,10,3,30,120,36,6,1,6,6,13g,1g,1
2899,1,60000,270,35,27,945,56,9,3,1,3,3,7g,16g,1
2900,1,60000,420,4,21,84,72,14,7,1,4,2,2g,12g,1
2901,1,60000,600,29,45,1305,8,20,4,1,7,5,8g,27g,1
2902,1,60000,360,17,33,561,104,12,2,1,2,6,5g,5g,1
2903,1,60000,450,41,9,369,40,15,5,1,5,3,12g,19g,1
2904,1,60000,240,7,30,210,16,8,4,1,5,2,4g,14g,1
2905,1,60000,150,32,6,192,80,5,1,1,2,5,11g,28g,1
2906,1,60000,540,20,18,360,48,18,3,1,7,6,1g,7g,1
2907,1,60000,540,44,42,1848,112,18,6,1,4,3,8g,21g,1
2908,1,60000,240,14,12,168,32,8,4,1,3,2,12g,10g,1
2909,1,60000,1050,38,36,1368,96,35,7,1,6,5,6g,25g,1
2910,1,60000,1050,1,48,48,64,35,5,1,1,7,9g,3g,1
2911,1,60000,240,26,24,624,128,8,2,1,4,4,3g,17g,1
2912,1,60000,1080,16,28,448,42,36,6,1,3,6,11g,4g,1
2913,1,60000,270,40,3,120,106,9,3,1,6,3,5g,19g,1
2914,1,60000,60,4,16,64,10,2,2,1,2,1,8g,12g,1
2915,1,60000,600,28,40,1120,74,20,5,1,5,4,1g,26g,1
2916,1,60000,180,10,9,90,58,6,1,1,4,6,6g,8g,1
2917,1,60000,360,34,34,1156,122,12,4,1,1,3,13g,22g,1
2918,1,60000,360,22,46,1012,26,12,6,1,6,2,3g,15g,1
2919,1,60000,450,46,22,1012,90,15,3,1,3,5,9g,30g,1
2920,1,60000,720,7,43,301,114,24,4,1,3,6,4g,6g,1
2921,1,60000,630,31,19,589,50,21,7,1,6,3,10g,21g,1
2922,1,60000,300,19,6,114,82,10,5,1,2,2,7g,13g,1
2923,1,60000,300,43,31,1333,18,10,2,1,5,5,13g,28g,1
2924,1,60000,840,25,25,625,98,28,4,1,5,7,9g,3g,1
2925,1,60000,120,50,49,2450,34,4,1,1,2,4,2g,17g,1
2926,1,60000,180,13,37,481,66,6,3,1,7,2,12g,10g,1
2927,1,60000,900,37,12,444,3,30,6,1,4,5,5g,24g,1
2928,1,60000,450,11,17,187,30,15,5,1,2,3,2g,25g,1
2929,1,60000,360,36,42,1512,94,12,2,1,5,6,9g,11g,1
2930,1,60000,360,24,29,696,62,12,3,1,4,4,6g,18g,1
2931,1,60000,180,48,5,240,126,6,6,1,7,1,12g,3g,1
2932,1,60000,360,17,48,816,14,12,3,1,6,4,11g,29g,1
2933,1,60000,1260,42,23,966,78,42,6,1,3,7,4g,14g,1
2934,1,60000,600,5,11,55,46,20,4,1,5,5,14g,22g,1
2935,1,60000,60,30,35,1050,110,2,1,1,2,2,7g,7g,1
2936,1,60000,180,20,2,40,70,6,2,1,1,3,13g,27g,1
2937,1,60000,900,45,26,1170,6,30,5,1,4,6,7g,13g,1
2938,1,60000,1050,8,39,312,102,35,7,1,3,5,10g,20g,1
2939,1,60000,240,33,14,462,38,8,4,1,6,2,3g,5g,1
2940,1,60000,720,2,32,64,86,24,6,1,7,4,5g,23g,1
2941,1,60000,630,27,8,216,22,21,3,1,4,7,11g,9g,1
2942,1,60000,300,14,20,280,118,10,2,1,5,5,2g,16g,1
2943,1,60000,300,39,45,1755,54,10,5,1,2,2,8g,2g,1
2944,1,60000,120,12,34,408,124,4,1,1,4,4,9g,2g,1
2945,1,60000,120,37,9,333,61,4,4,1,7,1,3g,17g,1
2946,1,60000,540,24,21,504,92,18,6,1,2,3,13g,10g,1
2947,1,60000,540,49,46,2254,29,18,3,1,5,6,6g,24g,1
2948,1,60000,1050,18,3,54,108,35,7,1,5,5,1g,6g,1
2949,1,60000,240,43,28,1204,45,8,4,1,2,2,8g,21g,1
2950,1,60000,240,6,40,240,76,8,2,1,6,4,5g,13g,1
2951,1,60000,1050,31,15,465,13,35,5,1,3,7,11g,28g,1
2952,1,60000,480,21,49,1029,37,16,4,1,3,4,5g,8g,1
2953,1,60000,30,46,25,1150,100,1,1,1,6,1,12g,22g,1
2954,1,60000,270,9,12,108,5,9,3,1,1,3,2g,15g,1
2955,1,60000,1080,34,37,1258,68,36,6,1,4,6,9g,30g,1
2956,1,60000,450,3,18,54,53,15,3,1,5,5,14g,4g,1
2957,1,60000,360,28,43,1204,116,12,6,1,2,2,7g,19g,1
2958,1,60000,450,15,31,465,21,15,5,1,6,3,10g,11g,1
2959,1,60000,360,40,6,240,84,12,2,1,3,6,4g,26g,1
2960,1,60000,180,14,23,322,72,6,3,1,2,2,7g,23g,1
2961,1,60000,900,38,48,1824,9,30,6,1,5,5,14g,9g,1
2962,1,60000,900,1,35,35,104,30,5,1,4,6,4g,16g,1
2963,1,60000,180,26,11,286,41,6,2,1,7,3,11g,2g,1
2964,1,60000,300,8,41,328,88,10,5,1,6,2,12g,27g,1
2965,1,60000,300,32,17,544,25,10,2,1,3,5,6g,12g,1
2966,1,60000,840,20,5,100,120,28,4,1,4,7,9g,20g,1
2967,1,60000,840,44,29,1276,57,28,7,1,1,4,3g,5g,1
2968,1,60000,180,5,8,40,17,6,6,1,2,1,8g,29g,1
2969,1,60000,360,29,32,928,80,12,3,1,5,4,2g,14g,1
2970,1,60000,180,17,44,748,49,6,1,1,3,6,11g,21g,1
2971,1,60000,360,41,20,820,112,12,4,1,6,3,5g,7g,1
2972,1,60000,120,23,26,598,1,4,2,1,7,2,3g,25g,1
2973,1,60000,750,47,2,94,65,25,5,1,4,5,10g,11g,1
2974,1,60000,1260,11,14,154,33,42,7,1,5,6,7g,18g,1
2975,1,60000,360,35,38,1330,96,12,4,1,2,3,13g,3g,1
2976,1,60000,900,25,12,300,55,30,5,1,6,6,2g,18g,1
2977,1,60000,180,50,36,1800,118,6,2,1,3,3,8g,4g,1
2978,1,60000,90,13,48,624,23,3,3,1,4,1,5g,26g,1
2979,1,60000,720,37,24,888,86,24,6,1,1,4,11g,11g,1
2980,1,60000,630,7,30,210,39,21,3,1,2,7,10g,22g,1
2981,1,60000,720,31,5,155,102,24,6,1,5,4,3g,7g,1
2982,1,60000,240,19,18,342,7,8,4,1,4,2,13g,29g,1
2983,1,60000,150,44,42,1848,70,5,1,1,7,5,6g,15g,1
2984,1,60000,360,10,21,210,110,12,2,1,6,6,14g,20g,1
2985,1,60000,450,34,45,1530,47,15,5,1,3,3,7g,6g,1
2986,1,60000,210,22,33,726,78,7,7,1,5,1,10g,27g,1
2987,1,60000,480,47,8,376,15,16,4,1,2,4,4g,13g,1
2988,1,60000,1080,16,39,624,126,36,6,1,1,6,6g,16g,1
2989,1,60000,270,41,15,615,63,9,3,1,4,3,12g,2g,1
2990,1,60000,60,4,2,8,94,2,1,1,3,2,2g,24g,1
2991,1,60000,600,28,27,756,31,20,4,1,6,5,9g,9g,1
2992,1,60000,540,2,47,94,3,18,6,1,4,3,12g,10g,1
2993,1,60000,540,27,22,594,67,18,3,1,1,6,5g,25g,1
2994,1,60000,300,15,10,150,35,10,2,1,6,5,8g,3g,1
2995,1,60000,300,39,35,1365,98,10,5,1,3,2,2g,17g,1
2996,1,60000,120,21,16,336,19,4,1,1,4,4,7g,14g,1
2997,1,60000,840,45,41,1845,82,28,4,1,7,7,13g,28g,1
2998,1,60000,900,8,28,224,51,30,6,1,2,5,4g,7g,1
2999,1,60000,180,33,4,132,114,6,3,1,5,2,10g,21g,1
3000,1,60000,360,18,38,684,90,12,4,1,5,3,3g,12g,1
